ticker,cik,company_name,sic_code,sic_description,classification,classification_reason,fiscal_year_end,entity_type,exchanges,business_address
"CWT","0001035201","California Water Service Group Common Stock","4941","Water Supply","Diversified Utility","Extended SIC 4941 + Keywords: water, water supply","1231","operating","[""NYSE""]","{""street1"":""1720 N FIRST ST"",""street2"":""C/O CALIFORNIA WATER SERVICE CO"",""city"":""SAN JOSE"",""stateOrCountry"":""CA"",""zipCode"":""95112"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"D","0000715957","Dominion Energy Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""600 EAST CANAL STREET"",""street2"":null,""city"":""RICHMOND"",""stateOrCountry"":""VA"",""zipCode"":""23219"",""stateOrCountryDescription"":""VA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DEC","0001922446","Diversified Energy Company plc Ordinary Shares","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE""]","{""street1"":""1600 CORPORATE DRIVE"",""street2"":null,""city"":""BIRMINGHAM"",""stateOrCountry"":""AL"",""zipCode"":""35242"",""stateOrCountryDescription"":""AL"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DINO","0001915657","HF Sinclair Corporation Common Stock","4610","Pipe Lines (No Natural Gas)","Diversified Utility","Extended SIC 4610 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""2323 VICTORY AVENUE"",""street2"":""SUITE 1400"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75219"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DKL","0001552797","Delek Logistics Partners L.P. Common Units representing Limited Partner Interests","4610","Pipe Lines (No Natural Gas)","Diversified Utility","Extended SIC 4610 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""310 SEVEN SPRINGS WAY"",""street2"":""SUITE 500"",""city"":""BRENTWOOD"",""stateOrCountry"":""TN"",""zipCode"":""37027"",""stateOrCountryDescription"":""TN"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DMLP","0001172358","Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""3838 OAK LAWN AVENUE"",""street2"":""SUITE 300"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75219-4541"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DTB","0000936340","DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""ONE ENERGY PLAZA"",""street2"":null,""city"":""DETROIT"",""stateOrCountry"":""MI"",""zipCode"":""48226"",""stateOrCountryDescription"":""MI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DTE","0000936340","DTE Energy Company Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""ONE ENERGY PLAZA"",""street2"":null,""city"":""DETROIT"",""stateOrCountry"":""MI"",""zipCode"":""48226"",""stateOrCountryDescription"":""MI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DTG","0000936340","DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""ONE ENERGY PLAZA"",""street2"":null,""city"":""DETROIT"",""stateOrCountry"":""MI"",""zipCode"":""48226"",""stateOrCountryDescription"":""MI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DTM","0001842022","DT Midstream Inc. Common Stock ","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE""]","{""street1"":""500 WOODWARD AVENUE"",""street2"":""SUITE 2900"",""city"":""DETROIT"",""stateOrCountry"":""MI"",""zipCode"":""48226-1279"",""stateOrCountryDescription"":""MI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DTW","0000936340","DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""ONE ENERGY PLAZA"",""street2"":null,""city"":""DETROIT"",""stateOrCountry"":""MI"",""zipCode"":""48226"",""stateOrCountryDescription"":""MI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DUK","0001326160","Duke Energy Corporation (Holding Company) Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE"",""NYSE"",""Nasdaq"",""NYSE""]","{""street1"":""525 SOUTH TRYON STREET"",""street2"":null,""city"":""CHARLOTTE"",""stateOrCountry"":""NC"",""zipCode"":""28202-1803"",""stateOrCountryDescription"":""NC"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DUKB","0001326160","Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE"",""NYSE"",""Nasdaq"",""NYSE""]","{""street1"":""525 SOUTH TRYON STREET"",""street2"":null,""city"":""CHARLOTTE"",""stateOrCountry"":""NC"",""zipCode"":""28202-1803"",""stateOrCountryDescription"":""NC"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DVN","0001090012","Devon Energy Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""333 W. SHERIDAN AVENUE"",""street2"":null,""city"":""OKLAHOMA CITY"",""stateOrCountry"":""OK"",""zipCode"":""73102"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"DY","0000067215","Dycom Industries Inc. Common Stock","1623","Water, Sewer, Pipeline, Comm & Power Line Construction","Utility (Keyword Match)","Strong keyword indicators: power, water, sewer, pipeline","0131","operating","[""NYSE""]","{""street1"":""300 BANYAN BLVD"",""street2"":""SUITE 1101"",""city"":""WEST PALM BEACH"",""stateOrCountry"":""FL"",""zipCode"":""33401"",""stateOrCountryDescription"":""FL"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"E","0001002242","ENI S.p.A. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE"",""OTC""]","{""street1"":""PIAZZALE ENRICO MATTEI 1"",""street2"":null,""city"":""ROME ITALY"",""stateOrCountry"":null,""zipCode"":""00144"",""stateOrCountryDescription"":null,""isForeignLocation"":1,""foreignStateTerritory"":""ROME"",""country"":""Italy"",""countryCode"":""L6""}"
"EAI","0000007323","Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""425 WEST CAPITOL AVE"",""street2"":null,""city"":""LITTLE ROCK"",""stateOrCountry"":""AR"",""zipCode"":""72201"",""stateOrCountryDescription"":""AR"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EBR","0001439124","Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share)","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE"",""NYSE""]","{""street1"":""RUA DA QUITANDA, 196, 24TH FLOOR"",""street2"":""CENTRO"",""city"":""RIO DE JANEIRO"",""stateOrCountry"":""D5"",""zipCode"":""20091-005"",""stateOrCountryDescription"":""Brazil"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EC","0001444406","Ecopetrol S.A. American Depositary Shares","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE""]","{""street1"":""CARRERA 7 NO 37-69"",""street2"":null,""city"":""BOGOTA"",""stateOrCountry"":""F8"",""zipCode"":""00000"",""stateOrCountryDescription"":""Colombia"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ED","0001047862","Consolidated Edison Inc. Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE""]","{""street1"":""4 IRVING PLACE"",""street2"":null,""city"":""NEW YORK"",""stateOrCountry"":""NY"",""zipCode"":""10003"",""stateOrCountryDescription"":""NY"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EDN","0001395213","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE""]","{""street1"":""AV. DEL LIBERTADOR 6363"",""street2"":null,""city"":""CITY OF BUENOS AIRES"",""stateOrCountry"":""C1"",""zipCode"":""C1428ARG"",""stateOrCountryDescription"":""Argentina"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EE","0001888447","Excelerate Energy Inc. Class A Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","1231","operating","[""NYSE""]","{""street1"":""2445 TECHNOLOGY FOREST BLVD."",""street2"":""LEVEL 6"",""city"":""THE WOODLANDS"",""stateOrCountry"":""TX"",""zipCode"":""77381"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EGY","0000894627","VAALCO Energy Inc.  Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""2500 CITYWEST BLVD."",""street2"":""SUITE 400"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77042"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EIX","0000827052","Edison International Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""2244 WALNUT GROVE AVE,"",""street2"":""P O BOX 800"",""city"":""ROSEMEAD"",""stateOrCountry"":""CA"",""zipCode"":""91770"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ELC","0001348952","Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""4809 JEFFERSON HIGHWAY"",""street2"":null,""city"":""JEFFERSON"",""stateOrCountry"":""LA"",""zipCode"":""70121"",""stateOrCountryDescription"":""LA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ELLO","0000946394","Ellomay Capital Ltd Ordinary Shares (Israel)","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE""]","{""street1"":""9 ROTHSCHILD BLVD."",""street2"":null,""city"":""TEL AVIV"",""stateOrCountry"":""L3"",""zipCode"":""6688112"",""stateOrCountryDescription"":""Israel"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ELP","0001041792","Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares)","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE"",""NYSE""]","{""street1"":""RUA JOSE IZIDORO BIAZETTO 158"",""street2"":""81200 240 CURITIBA PARANA"",""city"":""FEDERATIVE REPUBLIC"",""stateOrCountry"":null,""zipCode"":null,""stateOrCountryDescription"":null,""isForeignLocation"":1,""foreignStateTerritory"":""PARANA"",""country"":""Brazil"",""countryCode"":""D5""}"
"ELPC","0001041792","Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares)","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE"",""NYSE""]","{""street1"":""RUA JOSE IZIDORO BIAZETTO 158"",""street2"":""81200 240 CURITIBA PARANA"",""city"":""FEDERATIVE REPUBLIC"",""stateOrCountry"":null,""zipCode"":null,""stateOrCountryDescription"":null,""isForeignLocation"":1,""foreignStateTerritory"":""PARANA"",""country"":""Brazil"",""countryCode"":""D5""}"
"EMA","0001127248","Emera Incorporated Common Shares","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE"",""OTC"",""OTC"",""OTC"",""OTC""]","{""street1"":""1223 LOWER WATER ST., B-6TH FLOOR"",""street2"":""P.O. BOX 910"",""city"":""HALIFAX"",""stateOrCountry"":""A5"",""zipCode"":""B3J 3S8"",""stateOrCountryDescription"":""Nova Scotia, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EMP","0000066901","Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""308 EAST PEARL STREET"",""street2"":null,""city"":""JACKSON"",""stateOrCountry"":""MS"",""zipCode"":""39201"",""stateOrCountryDescription"":""MS"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ENB","0000895728","Enbridge Inc Common Stock","4610","Pipe Lines (No Natural Gas)","Diversified Utility","Extended SIC 4610 + Keywords: natural gas","1231","operating","[""NYSE"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC""]","{""street1"":""200 425 - 1ST STREET SW"",""street2"":null,""city"":""CALGARY"",""stateOrCountry"":""A0"",""zipCode"":""T2P 3L8"",""stateOrCountryDescription"":""Alberta, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ENIC","0001659939","Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock)","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE""]","{""street1"":""SANTA ROSA 76"",""street2"":null,""city"":""SANTIAGO"",""stateOrCountry"":""F3"",""zipCode"":""00000"",""stateOrCountryDescription"":""Chile"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ENJ","0000071508","Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE"",""NYSE""]","{""street1"":""1600 PERDIDO ST"",""street2"":null,""city"":""NEW ORLEANS"",""stateOrCountry"":""LA"",""zipCode"":""70112"",""stateOrCountryDescription"":""LA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ENLT","0001922641","Enlight Renewable Energy Ltd. Ordinary Shares","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""Nasdaq""]","{""street1"":""13 HAAMAL STREET"",""street2"":""AFEK INDUSTRIAL PARK"",""city"":""ROSH HAAYIN"",""stateOrCountry"":""L3"",""zipCode"":""-"",""stateOrCountryDescription"":""Israel"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ENO","0000071508","Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE"",""NYSE""]","{""street1"":""1600 PERDIDO ST"",""street2"":null,""city"":""NEW ORLEANS"",""stateOrCountry"":""LA"",""zipCode"":""70112"",""stateOrCountryDescription"":""LA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EOG","0000821189","EOG Resources Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""1111 BAGBY, SKY LOBBY 2"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EONR","0001842556","EON Resources Inc. Class A Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE"",""NYSE""]","{""street1"":""3730 KIRBY DRIVE, SUITE 1200"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77098"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EP","0000887396","Empire Petroleum Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""2200 S. UTICA PLACE"",""street2"":""SUITE 150"",""city"":""TULSA"",""stateOrCountry"":""OK"",""zipCode"":""74114"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EPD","0001061219","Enterprise Products Partners L.P. Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE"",""OTC""]","{""street1"":""1100 LOUISIANA 10TH FLOOR"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EPM","0001006655","Evolution Petroleum Corporation Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","0630","operating","[""NYSE""]","{""street1"":""1155 DAIRY ASHFORD ROAD"",""street2"":""SUITE 425"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77079"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EPSN","0001726126","Epsilon Energy Ltd. Common Share","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""500 DALLAS STREET"",""street2"":""SUITE 1250"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EQT","0000033213","EQT Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""625 LIBERTY AVENUE"",""street2"":""SUITE 1700"",""city"":""PITTSBURGH"",""stateOrCountry"":""PA"",""zipCode"":""15222"",""stateOrCountryDescription"":""PA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ES","0000072741","Eversource Energy (D/B/A) Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""300 CADWELL DRIVE"",""street2"":null,""city"":""SPRINGFIELD"",""stateOrCountry"":""MA"",""zipCode"":""01104"",""stateOrCountryDescription"":""MA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ESOA","0001357971","Energy Services of America Corporation Common Stock","1623","Water, Sewer, Pipeline, Comm & Power Line Construction","Utility (Keyword Match)","Strong keyword indicators: power, water, sewer, pipeline","0930","operating","[""Nasdaq""]","{""street1"":""75 WEST 3RD AVE."",""street2"":null,""city"":""HUNTINGTON"",""stateOrCountry"":""WV"",""zipCode"":""25701"",""stateOrCountryDescription"":""WV"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ET","0001276187","Energy Transfer LP Common Units ","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE"",""NYSE""]","{""street1"":""8111 WESTCHESTER DRIVE"",""street2"":""SUITE 600"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75225"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"ETR","0000065984","Entergy Corporation Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""639 LOYOLA AVE"",""street2"":null,""city"":""NEW ORLEANS"",""stateOrCountry"":""LA"",""zipCode"":""70113"",""stateOrCountryDescription"":""LA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EVRG","0001711269","Evergy Inc. Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""Nasdaq""]","{""street1"":""1200 MAIN STREET"",""street2"":null,""city"":""KANSAS CITY"",""stateOrCountry"":""MO"",""zipCode"":""64105"",""stateOrCountryDescription"":""MO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EXC","0001109357","Exelon Corporation Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""Nasdaq""]","{""street1"":""10 S. DEARBORN STREET"",""street2"":""PO BOX 805379"",""city"":""CHICAGO"",""stateOrCountry"":""IL"",""zipCode"":""60680-5379"",""stateOrCountryDescription"":""IL"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EXE","0000895126","Expand Energy Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq"",""Nasdaq"",""Nasdaq"",""Nasdaq""]","{""street1"":""6100 N WESTERN AVE"",""street2"":null,""city"":""OKLAHOMA CITY"",""stateOrCountry"":""OK"",""zipCode"":""73118"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"EXEEL","0000895126","Expand Energy Corporation Class C Warrants","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq"",""Nasdaq"",""Nasdaq"",""Nasdaq""]","{""street1"":""6100 N WESTERN AVE"",""street2"":null,""city"":""OKLAHOMA CITY"",""stateOrCountry"":""OK"",""zipCode"":""73118"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"FANG","0001539838","Diamondback Energy Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""500 WEST TEXAS AVENUE"",""street2"":""SUITE 100"",""city"":""MIDLAND"",""stateOrCountry"":""TX"",""zipCode"":""79701"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"FE","0001031296","FirstEnergy Corp. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""341 WHITE POND DRIVE"",""street2"":null,""city"":""AKRON"",""stateOrCountry"":""OH"",""zipCode"":""44320"",""stateOrCountryDescription"":""OH"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"FTS","0001666175","Fortis Inc. Common Shares","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE"",""OTC"",""OTC"",""OTC"",""OTC""]","{""street1"":""5 SPRINGDALE STREET"",""street2"":""FORTIS PLACE, SUITE 1100"",""city"":""ST. JOHN'S"",""stateOrCountry"":""A4"",""zipCode"":""A1B 3T2"",""stateOrCountryDescription"":""Newfoundland, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GBR","0000105744","New Concept Energy Inc Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""1603  LBJ  FREEWAY"",""street2"":""SUITE 800"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75234"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GEL","0001022321","Genesis Energy L.P. Common Units","4610","Pipe Lines (No Natural Gas)","Diversified Utility","Extended SIC 4610 + Keywords: natural gas","1231","operating","[""NYSE"",""OTC""]","{""street1"":""811 LOUISIANA ST, SUITE 1200"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GFR","0001966287","Greenfire Resources Ltd. Common Shares","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE"",""OTC""]","{""street1"":""1900 - 205 5TH AVENUE SW"",""street2"":null,""city"":""CALGARY"",""stateOrCountry"":""A0"",""zipCode"":""T2P 2V7"",""stateOrCountryDescription"":""Alberta, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GNE","0001528356","Genie Energy Ltd. Class B Common Stock Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE""]","{""street1"":""520 BROAD STREET"",""street2"":null,""city"":""NEWARK"",""stateOrCountry"":""NJ"",""zipCode"":""07012"",""stateOrCountryDescription"":""NJ"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"GPJA","0000041091","Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""241 RALPH MCGILL BOULEVARD"",""street2"":null,""city"":""ATLANTA"",""stateOrCountry"":""GA"",""zipCode"":""30308"",""stateOrCountryDescription"":""GA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
